Brand,Model_Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_kmpl,Mileage_km/kg,Power_m,Engine_m
Hyundai,i20,Kochi,2015,56847,Diesel,Manual,1,5.0,7.2,22.54,0.0,88.73,1396.0
Toyota,Innova,Coimbatore,2015,121374,Diesel,Manual,1,7.0,14.3,12.99,0.0,100.6,2494.0
Maruti,Ertiga,Chennai,2013,52000,Diesel,Manual,1,7.0,6.9,20.77,0.0,88.76,1248.0
Toyota,Innova,Mumbai,2014,118000,Diesel,Manual,1,7.0,10.75,12.8,0.0,102.0,2494.0
Hyundai,Santro,Mumbai,2007,72000,Petrol,Manual,3,5.0,0.95,17.0,0.0,110.0,1086.0
Honda,City,Kochi,2016,33915,Petrol,Manual,1,5.0,8.09,17.8,0.0,117.3,1497.0
BMW,X1,Ahmedabad,2014,82002,Diesel,Automatic,1,5.0,18.5,17.05,0.0,184.0,1995.0
Hyundai,Grand,Mumbai,2017,33000,Diesel,Manual,1,5.0,4.75,24.0,0.0,70.0,1120.0
Maruti,Ciaz,Chennai,2016,34000,Diesel,Manual,1,5.0,8.45,28.09,0.0,88.5,1248.0
Skoda,Rapid,Kolkata,2012,55000,Diesel,Manual,1,5.0,3.5,20.5,0.0,103.6,1598.0
Hyundai,Accent,Kochi,2006,160538,Diesel,Manual,1,5.0,1.8,13.1,0.0,82.0,1493.0
Volkswagen,Polo,Jaipur,2014,60000,Diesel,Manual,2,5.0,3.7,19.91,0.0,103.6,1498.0
Honda,Jazz,Coimbatore,2017,49575,Petrol,Manual,1,5.0,7.17,18.7,0.0,88.7,1199.0
Hyundai,i10,Jaipur,2010,83000,Petrol,Manual,1,5.0,1.75,19.81,0.0,68.05,1086.0
Hyundai,Tucson,Kochi,2018,51346,Diesel,Automatic,1,5.0,21.99,16.38,0.0,183.0,1995.0
Toyota,Innova,Pune,2017,43000,Diesel,Manual,1,7.0,18.65,13.68,0.0,147.8,2393.0
Maruti,Omni,Jaipur,2011,35000,Petrol,Manual,3,5.0,1.85,19.7,0.0,35.0,796.0
Maruti,Swift,Coimbatore,2017,27872,Petrol,Manual,2,5.0,5.95,20.4,0.0,81.8,1197.0
Hyundai,Grand,Mumbai,2014,16514,Petrol,Manual,1,5.0,3.75,18.9,0.0,82.0,1197.0
Maruti,Swift,Pune,2012,120000,Diesel,Manual,1,5.0,3.75,22.9,0.0,74.0,1248.0
Hyundai,Verna,Hyderabad,2008,143275,Diesel,Manual,1,5.0,2.6,22.0,0.0,126.2,1582.0
Hyundai,Santro,Hyderabad,2006,99000,Petrol,Manual,1,5.0,1.75,18.0,0.0,110.0,1086.0
Hyundai,i20,Mumbai,2010,52000,Petrol,Manual,1,5.0,2.8,17.0,0.0,80.0,1197.0
Mercedes-Benz,GLE,Coimbatore,2017,29819,Diesel,Automatic,1,5.0,61.29,11.57,0.0,254.79,2987.0
Mercedes-Benz,New,Bangalore,2014,57000,Diesel,Manual,2,5.0,18.0,15.8,0.0,170.0,2148.0
Maruti,Ritz,Hyderabad,2014,88500,Diesel,Manual,1,5.0,4.35,23.2,0.0,73.94,1248.0
Hyundai,Creta,Bangalore,2016,28000,Diesel,Manual,1,5.0,13.75,19.67,0.0,126.2,1582.0
Maruti,A-Star,Pune,2010,67000,Petrol,Manual,1,5.0,2.0,19.0,0.0,66.1,998.0
Renault,Duster,Delhi,2016,26000,Diesel,Manual,1,5.0,10.0,19.64,0.0,108.45,1461.0
Fiat,Grande,Delhi,2010,120000,Diesel,Manual,1,5.0,1.65,17.8,0.0,76.0,1248.0
BMW,X3,Coimbatore,2017,51982,Diesel,Automatic,1,5.0,45.77,16.55,0.0,258.0,2993.0
Hyundai,i10,Bangalore,2010,36000,Petrol,Manual,2,5.0,3.25,20.36,0.0,78.9,1197.0
Toyota,Innova,Pune,2016,47000,Diesel,Manual,1,7.0,12.8,12.8,0.0,102.0,2494.0
Maruti,Zen,Mumbai,2002,60000,Petrol,Manual,3,5.0,0.55,17.3,0.0,60.0,993.0
Maruti,Swift,Hyderabad,2018,31025,Diesel,Manual,1,5.0,7.15,28.4,0.0,74.0,1248.0
Mahindra,Scorpio,Pune,2013,105000,Diesel,Manual,2,8.0,7.0,12.05,0.0,120.0,2179.0
Tata,Zest,Pune,2017,121900,Diesel,Manual,1,5.0,3.75,22.95,0.0,74.0,1248.0
Ford,EcoSport,Mumbai,2017,22695,Petrol,Manual,1,5.0,8.5,18.88,0.0,123.24,999.0
Maruti,Swift,Jaipur,2012,73000,Diesel,Manual,1,5.0,4.35,23.4,0.0,74.0,1248.0
Maruti,Alto,Kochi,2016,32227,Petrol,Manual,1,5.0,3.26,22.74,0.0,47.3,796.0
Honda,City,Jaipur,2011,55000,Petrol,Manual,1,5.0,4.21,17.0,0.0,118.0,1497.0
Audi,Q7,Kochi,2018,11287,Diesel,Automatic,1,7.0,70.36,12.07,0.0,241.4,2967.0
Skoda,Laura,Mumbai,2009,48000,Diesel,Automatic,2,5.0,2.95,17.0,0.0,105.0,1896.0
Hyundai,Verna,Kochi,2012,54308,Petrol,Manual,1,5.0,4.28,17.1,0.0,121.3,1591.0
Honda,City,Jaipur,2009,78442,Petrol,Automatic,1,5.0,3.57,16.8,0.0,118.0,1497.0
Hyundai,i20,Kolkata,2013,46000,Diesel,Manual,1,5.0,3.11,21.9,0.0,88.8,1396.0
Hyundai,i20,Coimbatore,2014,45051,Petrol,Automatic,1,5.0,5.96,15.0,0.0,98.6,1396.0
Volkswagen,Vento,Hyderabad,2011,69000,Diesel,Manual,1,5.0,4.7,20.54,0.0,103.6,1598.0
Honda,City,Ahmedabad,2014,49000,Petrol,Manual,1,5.0,6.9,17.4,0.0,117.3,1497.0
Tata,Zest,Pune,2018,45000,Diesel,Manual,1,5.0,5.25,22.95,0.0,74.0,1248.0
BMW,5,Pune,2015,64000,Diesel,Automatic,1,5.0,28.0,18.48,0.0,177.0,1995.0
Maruti,Wagon,Delhi,2009,60000,Petrol,Manual,1,5.0,1.35,18.9,0.0,67.0,1061.0
Honda,Jazz,Delhi,2015,62178,Petrol,Manual,1,5.0,4.85,18.2,0.0,88.7,1199.0
Volkswagen,Jetta,Coimbatore,2012,58006,Diesel,Manual,1,5.0,6.7,15.0,0.0,105.0,1896.0
Hyundai,i10,Hyderabad,2010,74000,Petrol,Manual,1,5.0,3.1,20.36,0.0,78.9,1197.0
Mercedes-Benz,New,Kochi,2015,77771,Diesel,Automatic,1,5.0,18.64,19.27,0.0,170.0,2143.0
Hyundai,i10,Pune,2012,45275,Petrol,Manual,1,5.0,2.8,20.36,0.0,78.9,1197.0
Toyota,Innova,Chennai,2016,48000,Diesel,Manual,1,7.0,20.25,13.68,0.0,147.8,2393.0
Audi,A6,Kochi,2015,31652,Diesel,Automatic,1,5.0,26.78,17.68,0.0,174.33,1968.0
Toyota,Innova,Hyderabad,2010,109000,Diesel,Manual,2,7.0,8.26,12.99,0.0,100.6,2494.0
Volkswagen,Polo,Mumbai,2015,31978,Petrol,Manual,1,5.0,3.89,16.47,0.0,73.9,1198.0
Maruti,Alto,Hyderabad,2011,70000,Petrol,Manual,1,5.0,2.1,20.92,0.0,67.1,998.0
Honda,City,Mumbai,2017,15000,Petrol,Automatic,1,5.0,12.69,18.0,0.0,117.3,1497.0
Tata,Indigo,Coimbatore,2013,59138,Diesel,Manual,1,5.0,2.58,17.0,0.0,70.0,1405.0
Audi,A6,Kochi,2014,61726,Diesel,Automatic,1,5.0,20.77,17.68,0.0,174.33,1968.0
Mercedes-Benz,GLA,Delhi,2015,48000,Diesel,Automatic,1,5.0,20.26,17.9,0.0,136.0,2143.0
Hyundai,Santro,Chennai,2006,58000,Petrol,Manual,2,5.0,1.5,18.0,0.0,110.0,1086.0
Maruti,Swift,Kolkata,2011,60020,Diesel,Manual,1,5.0,2.5,17.8,0.0,110.0,1248.0
Maruti,Celerio,Hyderabad,2014,77815,Petrol,Automatic,1,5.0,4.25,23.1,0.0,67.04,998.0
Mercedes-Benz,GLE,Hyderabad,2017,29000,Diesel,Automatic,1,5.0,57.0,17.9,0.0,201.15,2143.0
Land,Rover,Delhi,2017,44000,Diesel,Automatic,1,5.0,44.0,12.7,0.0,187.7,2179.0
Volkswagen,Vento,Hyderabad,2011,108626,Diesel,Manual,1,5.0,3.65,20.54,0.0,103.6,1598.0
Maruti,Omni,Hyderabad,2012,71791,Petrol,Manual,1,5.0,2.05,14.0,0.0,35.0,796.0
Honda,Brio,Kochi,2012,91931,Petrol,Manual,1,5.0,3.13,18.5,0.0,86.8,1198.0
Tata,Sumo,Hyderabad,2000,158000,Diesel,Manual,2,7.0,1.5,14.07,0.0,83.1,2956.0
Tata,Indica,Pune,2012,91183,Diesel,Manual,1,5.0,2.85,18.0,0.0,75.0,1248.0
Maruti,Wagon,Delhi,2012,65000,Petrol,Manual,1,5.0,2.65,18.9,0.0,67.1,998.0
Mahindra,XUV500,Hyderabad,2015,88428,Diesel,Manual,1,7.0,10.6,16.0,0.0,140.0,2179.0
Tata,Indigo,Pune,2008,138000,Diesel,Manual,2,5.0,1.25,17.1,0.0,70.0,1396.0
Maruti,Ertiga,Mumbai,2018,18000,Petrol,Manual,1,7.0,8.25,16.02,0.0,93.7,1373.0
Honda,Accord,Mumbai,2011,60000,Petrol,Automatic,1,5.0,4.45,11.7,0.0,177.6,2354.0
Maruti,Swift,Kolkata,2012,48000,Diesel,Manual,1,5.0,3.7,19.3,0.0,73.9,1248.0
Ford,Fiesta,Hyderabad,2009,160000,Diesel,Manual,1,5.0,2.8,17.8,0.0,68.0,1399.0
Honda,City,Kolkata,2008,40000,Petrol,Manual,1,5.0,1.8,17.7,0.0,78.0,1497.0
Audi,A6,Kochi,2014,51495,Diesel,Automatic,1,5.0,21.95,17.68,0.0,174.33,1968.0
BMW,6,Mumbai,2011,30000,Diesel,Automatic,1,4.0,49.0,9.52,0.0,313.0,2993.0
Audi,Q7,Coimbatore,2017,97430,Diesel,Automatic,1,7.0,62.67,14.75,0.0,245.0,2967.0
Maruti,Zen,Pune,2008,42496,CNG,Manual,1,5.0,1.4,18.0,26.3,67.1,998.0
Hyundai,i20,Pune,2012,83000,Diesel,Manual,1,5.0,5.5,23.0,0.0,90.0,1396.0
Hyundai,i10,Bangalore,2009,37000,Petrol,Automatic,3,5.0,2.95,16.95,0.0,78.9,1197.0
Honda,Jazz,Kochi,2016,28503,Petrol,Automatic,1,5.0,6.86,19.0,0.0,88.7,1199.0
Maruti,Swift,Hyderabad,2015,76496,Diesel,Manual,1,5.0,6.15,25.2,0.0,74.0,1248.0
Hyundai,i20,Pune,2011,79152,Petrol,Manual,2,5.0,3.3,18.5,0.0,82.85,1197.0
Volkswagen,Polo,Kolkata,2011,32000,Petrol,Manual,1,5.0,2.55,16.47,0.0,73.9,1198.0
Maruti,Alto,Ahmedabad,2009,35000,Petrol,Manual,1,5.0,1.5,19.7,0.0,46.3,796.0
Toyota,Corolla,Chennai,2004,105000,Petrol,Automatic,2,5.0,2.5,11.3,0.0,125.0,1794.0
Maruti,Alto,Chennai,2006,56000,Petrol,Manual,2,5.0,1.4,19.7,0.0,46.3,796.0
Tata,Manza,Pune,2012,73000,Diesel,Manual,1,5.0,3.4,21.12,0.0,88.8,1248.0
Maruti,Alto,Pune,2012,38000,Petrol,Manual,1,5.0,2.25,19.7,0.0,46.3,796.0
Skoda,Octavia,Kolkata,2013,775000,Diesel,Automatic,1,5.0,7.5,19.3,0.0,141.0,1968.0
Toyota,Corolla,Kolkata,2008,80000,Petrol,Automatic,1,5.0,2.8,11.3,0.0,125.0,1794.0
Hyundai,i20,Coimbatore,2016,24973,Petrol,Manual,1,5.0,7.66,18.6,0.0,81.83,1197.0
Maruti,Vitara,Chennai,2016,45000,Diesel,Manual,1,5.0,7.15,24.3,0.0,88.5,1248.0
Honda,City,Delhi,2010,87430,Petrol,Manual,1,5.0,3.5,17.0,0.0,118.0,1497.0
Tata,Indica,Hyderabad,2014,133944,Diesel,Manual,2,5.0,3.5,18.0,0.0,75.0,1248.0
Honda,Amaze,Kolkata,2013,57000,Diesel,Manual,1,5.0,3.45,25.8,0.0,98.6,1498.0
Hyundai,EON,Coimbatore,2016,27904,Petrol,Manual,1,5.0,3.55,21.1,0.0,55.2,814.0
BMW,3,Kochi,2015,30717,Diesel,Automatic,2,5.0,25.99,21.76,0.0,190.0,1995.0
Hyundai,Verna,Bangalore,2012,80000,Diesel,Manual,1,5.0,5.25,22.32,0.0,126.32,1582.0
Tata,Manza,Ahmedabad,2013,47304,Diesel,Manual,1,5.0,2.9,21.02,0.0,88.8,1248.0
Skoda,Octavia,Jaipur,2005,100000,Petrol,Automatic,1,5.0,2.05,14.45,0.0,227.0,1984.0
Maruti,Alto,Pune,2017,30000,Petrol,Manual,1,5.0,3.75,24.07,0.0,67.1,998.0
Ford,Ecosport,Mumbai,2014,68000,Diesel,Manual,1,5.0,6.75,22.7,0.0,89.84,1498.0
Chevrolet,Spark,Kolkata,2011,21000,Petrol,Manual,2,5.0,0.95,18.0,0.0,62.0,995.0
Jaguar,XF,Hyderabad,2017,21000,Diesel,Automatic,1,5.0,52.0,19.33,0.0,177.0,1999.0
Honda,CR-V,Jaipur,2007,119000,Petrol,Manual,3,5.0,3.91,13.1,0.0,141.1,1997.0
Skoda,Superb,Kochi,2019,13747,Petrol,Automatic,1,5.0,27.3,14.67,0.0,177.46,1798.0
Hyundai,i10,Chennai,2009,620000,Petrol,Manual,1,5.0,2.7,20.36,0.0,78.9,1197.0
Maruti,Swift,Delhi,2013,70000,Diesel,Manual,1,5.0,3.5,22.9,0.0,74.0,1248.0
Maruti,Swift,Mumbai,2016,18000,Petrol,Automatic,1,5.0,6.2,18.5,0.0,83.14,1197.0
Nissan,Micra,Chennai,2011,83000,Diesel,Manual,1,5.0,2.75,23.08,0.0,63.1,1461.0
Maruti,Swift,Mumbai,2015,130000,Diesel,Manual,1,5.0,3.25,23.4,0.0,74.0,1248.0
Ford,Fiesta,Pune,2012,63400,Diesel,Manual,1,5.0,3.25,17.8,0.0,67.0,1399.0
Maruti,Zen,Kolkata,2003,65000,Petrol,Manual,1,5.0,0.65,17.3,0.0,60.0,993.0
Mini,Clubman,Pune,2017,8350,Petrol,Manual,1,5.0,35.0,13.8,0.0,192.0,1998.0
Toyota,Etios,Kolkata,2014,45000,Diesel,Manual,1,5.0,3.25,23.59,0.0,67.05,1364.0
Maruti,Alto,Kolkata,2018,26200,Petrol,Manual,1,5.0,2.9,24.7,0.0,47.3,796.0
Maruti,Alto,Bangalore,2011,11000,Petrol,Manual,3,5.0,2.9,18.9,0.0,47.0,796.0
BMW,X5,Bangalore,2009,90000,Diesel,Automatic,2,5.0,17.75,11.0,0.0,235.0,2993.0
Nissan,Teana,Mumbai,2015,74000,Petrol,Automatic,2,5.0,8.25,11.07,0.0,179.5,2496.0
Hyundai,Grand,Coimbatore,2015,37081,Petrol,Automatic,1,5.0,5.77,18.9,0.0,82.0,1197.0
Maruti,Vitara,Hyderabad,2017,39000,Diesel,Manual,1,5.0,9.49,24.3,0.0,88.5,1248.0
Audi,Q7,Mumbai,2008,99000,Diesel,Automatic,3,7.0,12.95,12.07,0.0,241.4,2967.0
Mercedes-Benz,GLA,Chennai,2015,38000,Diesel,Automatic,1,5.0,20.0,17.9,0.0,136.0,2143.0
Maruti,800,Chennai,2007,72000,Petrol,Manual,3,4.0,1.0,16.1,0.0,37.0,796.0
Renault,Duster,Chennai,2015,93000,Diesel,Manual,2,5.0,7.1,20.45,0.0,83.8,1461.0
Toyota,Corolla,Mumbai,2017,5900,Diesel,Manual,1,5.0,16.5,21.43,0.0,87.2,1364.0
Mercedes-Benz,New,Chennai,2014,25000,Diesel,Manual,1,5.0,26.0,15.8,0.0,170.0,2148.0
Maruti,Ritz,Hyderabad,2010,68000,Diesel,Manual,2,5.0,3.2,21.1,0.0,73.9,1248.0
Honda,BRV,Kochi,2017,35676,Petrol,Automatic,1,7.0,9.48,16.0,0.0,117.3,1497.0
Hyundai,Xcent,Kochi,2015,74310,Diesel,Manual,1,5.0,4.0,24.4,0.0,71.0,1120.0
Mercedes-Benz,E-Class,Jaipur,2014,59364,Diesel,Automatic,1,5.0,26.5,14.21,0.0,203.0,2143.0
Mercedes-Benz,B,Kochi,2014,41380,Petrol,Automatic,2,5.0,11.77,14.8,0.0,120.7,1595.0
Mercedes-Benz,E-Class,Bangalore,2017,33900,Diesel,Automatic,1,5.0,37.0,15.0,0.0,204.0,2143.0
Honda,City,Mumbai,2016,28000,Petrol,Manual,1,5.0,8.75,17.8,0.0,117.3,1497.0
Hyundai,Santro,Hyderabad,2007,50958,Petrol,Manual,1,5.0,1.95,17.0,0.0,110.0,1086.0
Honda,City,Chennai,2011,93982,Petrol,Manual,1,5.0,3.75,17.0,0.0,118.0,1497.0
Hyundai,Verna,Pune,2010,95000,Petrol,Manual,1,5.0,2.5,16.2,0.0,103.2,1599.0
Jaguar,XE,Mumbai,2017,9000,Petrol,Automatic,1,5.0,34.5,13.5,0.0,246.74,1999.0
Honda,Amaze,Delhi,2015,52516,Petrol,Manual,1,5.0,4.65,18.0,0.0,86.7,1198.0
Mini,Cooper,Bangalore,2015,20000,Petrol,Automatic,1,4.0,32.0,18.86,0.0,122.0,1598.0
Mercedes-Benz,S,Coimbatore,2017,56451,Diesel,Automatic,1,5.0,62.81,13.5,0.0,282.0,2987.0
Hyundai,EON,Chennai,2014,37000,Petrol,Manual,1,5.0,3.25,21.1,0.0,55.2,814.0
Maruti,Wagon,Kolkata,2014,17400,Petrol,Manual,1,5.0,3.1,20.51,0.0,67.04,998.0
Maruti,Ritz,Coimbatore,2011,90207,Diesel,Manual,1,5.0,3.91,21.1,0.0,73.9,1248.0
BMW,3,Chennai,2011,89616,Diesel,Automatic,1,5.0,11.0,16.07,0.0,181.0,1995.0
Tata,Xenon,Pune,2014,85000,Diesel,Manual,1,5.0,3.5,13.49,0.0,138.03,2179.0
Audi,A3,Chennai,2014,79271,Diesel,Automatic,1,5.0,16.5,20.38,0.0,143.0,1968.0
Land,Rover,Hyderabad,2012,56000,Diesel,Automatic,1,5.0,30.0,12.7,0.0,187.7,2179.0
Mercedes-Benz,GL-Class,Pune,2010,85001,Diesel,Automatic,2,7.0,28.0,12.0,0.0,224.0,2987.0
Mitsubishi,Pajero,Hyderabad,2018,12000,Diesel,Automatic,1,7.0,28.0,13.5,0.0,175.56,2477.0
Maruti,Alto,Jaipur,2010,125000,Petrol,Manual,1,5.0,0.92,19.7,0.0,46.3,796.0
Maruti,Wagon,Pune,2013,53000,Petrol,Manual,1,5.0,2.75,14.0,0.0,64.0,1061.0
Land,Rover,Coimbatore,2017,34990,Diesel,Automatic,1,5.0,53.83,12.7,0.0,187.7,2179.0
Hyundai,Verna,Pune,2011,49768,Petrol,Manual,2,5.0,4.95,17.01,0.0,121.3,1591.0
BMW,5,Hyderabad,2013,56000,Diesel,Automatic,1,5.0,33.5,16.73,0.0,218.0,2993.0
Jaguar,XF,Bangalore,2013,75000,Diesel,Automatic,1,5.0,27.95,14.74,0.0,270.9,2993.0
Skoda,Superb,Hyderabad,2010,57000,Petrol,Automatic,1,5.0,7.25,13.7,0.0,157.75,1798.0
Audi,Q3,Kochi,2017,37542,Diesel,Automatic,1,5.0,25.71,15.73,0.0,174.33,1968.0
Land,Rover,Coimbatore,2014,95649,Diesel,Automatic,1,5.0,29.67,12.7,0.0,187.7,2179.0
Mercedes-Benz,New,Jaipur,2013,35299,Diesel,Automatic,1,5.0,19.0,14.84,0.0,170.0,2143.0
Mahindra,Scorpio,Kochi,2017,28464,Diesel,Manual,1,7.0,13.05,15.4,0.0,120.0,2179.0
BMW,3,Mumbai,2015,41000,Diesel,Automatic,1,5.0,25.5,21.76,0.0,190.0,1995.0
Honda,BR-V,Pune,2017,9000,Petrol,Manual,1,7.0,8.5,15.4,0.0,117.3,1497.0
Volvo,S80,Chennai,2010,92098,Diesel,Automatic,2,5.0,7.25,16.0,0.0,215.0,2400.0
Hyundai,Accent,Pune,2005,5834,Petrol,Manual,1,5.0,0.8,13.2,0.0,94.0,1495.0
Hyundai,i20,Jaipur,2017,40250,Petrol,Manual,1,5.0,6.9,17.19,0.0,81.86,1197.0
Mercedes-Benz,GLC,Coimbatore,2018,22397,Petrol,Automatic,1,5.0,70.99,11.5,0.0,367.0,2996.0
Hyundai,EON,Kolkata,2015,20800,Petrol,Manual,2,5.0,2.25,21.1,0.0,55.2,814.0
Hyundai,Grand,Kochi,2018,40322,Petrol,Manual,1,5.0,5.5,18.9,0.0,81.86,1197.0
Honda,City,Mumbai,2013,52576,Petrol,Manual,1,5.0,4.35,13.0,0.0,100.0,1493.0
Volkswagen,Polo,Kolkata,2010,55000,Petrol,Manual,1,5.0,2.25,16.47,0.0,73.9,1198.0
Audi,A6,Mumbai,2016,47000,Petrol,Automatic,1,5.0,24.5,15.26,0.0,187.74,1798.0
Volkswagen,Jetta,Hyderabad,2010,42021,Diesel,Manual,1,5.0,5.45,18.0,0.0,110.0,1968.0
Hyundai,Creta,Coimbatore,2017,23163,Petrol,Manual,1,5.0,12.03,15.29,0.0,121.3,1591.0
Mercedes-Benz,New,Mumbai,2011,50000,Petrol,Automatic,2,5.0,8.5,11.74,0.0,186.0,1796.0
Mini,Cooper,Mumbai,2014,11900,Petrol,Automatic,1,4.0,28.5,16.82,0.0,189.08,1998.0
Hyundai,Santro,Pune,2006,108000,Petrol,Manual,2,5.0,1.2,17.0,0.0,110.0,1086.0
Toyota,Etios,Bangalore,2013,37000,Diesel,Manual,1,5.0,5.75,23.59,0.0,67.04,1364.0
Honda,Brio,Delhi,2014,30000,Petrol,Manual,2,5.0,3.2,19.4,0.0,86.8,1198.0
Maruti,Baleno,Coimbatore,2018,12831,Petrol,Automatic,1,5.0,9.89,21.4,0.0,83.1,1197.0
Skoda,Laura,Coimbatore,2012,143017,Diesel,Automatic,1,5.0,6.58,20.0,0.0,138.1,1968.0
Hyundai,EON,Kochi,2018,13102,Petrol,Manual,1,5.0,4.06,21.1,0.0,55.2,814.0
Renault,Captur,Coimbatore,2019,24950,Diesel,Manual,1,5.0,13.37,20.37,0.0,108.45,1461.0
BMW,5,Coimbatore,2011,57832,Diesel,Automatic,1,5.0,25.82,16.2,0.0,258.0,2993.0
Maruti,Alto,Kochi,2016,34267,Petrol,Manual,1,5.0,3.74,22.74,0.0,47.3,796.0
Volvo,V40,Bangalore,2015,33000,Diesel,Automatic,2,5.0,22.0,16.8,0.0,150.0,1984.0
Maruti,Wagon,Ahmedabad,2007,55100,Petrol,Manual,1,5.0,1.45,18.9,0.0,67.1,998.0
Honda,City,Kolkata,2008,40000,Petrol,Manual,1,5.0,2.0,17.7,0.0,78.0,1497.0
Maruti,Eeco,Kochi,2017,31841,CNG,Manual,1,5.0,4.7,18.0,15.1,73.0,1196.0
Chevrolet,Enjoy,Kolkata,2014,15000,Petrol,Manual,1,8.0,3.75,13.7,0.0,98.79,1399.0
Mahindra,Bolero,Coimbatore,2016,82756,Diesel,Manual,1,7.0,7.7,15.96,0.0,62.1,2523.0
Hyundai,Santro,Coimbatore,2012,50243,Petrol,Manual,1,5.0,3.35,18.0,0.0,110.0,1086.0
Hyundai,EON,Hyderabad,2014,20600,Petrol,Manual,1,5.0,2.6,21.1,0.0,55.2,814.0
Hyundai,Creta,Coimbatore,2017,29952,Petrol,Automatic,1,5.0,13.77,13.0,0.0,121.3,1591.0
Volkswagen,Vento,Mumbai,2017,15000,Petrol,Manual,2,5.0,7.1,16.09,0.0,103.5,1598.0
Honda,Civic,Pune,2008,61938,Petrol,Automatic,2,5.0,2.65,12.9,0.0,130.0,1799.0
Tata,Indica,Hyderabad,2014,67000,Diesel,Manual,1,5.0,2.5,22.3,0.0,74.0,1248.0
Mahindra,XUV500,Kochi,2013,61672,Diesel,Manual,1,7.0,7.53,16.0,0.0,140.0,2179.0
Hyundai,i20,Coimbatore,2017,26185,Petrol,Manual,1,5.0,7.98,18.6,0.0,81.83,1197.0
Audi,Q5,Bangalore,2014,38000,Diesel,Automatic,2,5.0,39.0,14.16,0.0,174.3,1968.0
Maruti,Ritz,Chennai,2011,67000,Petrol,Manual,2,5.0,2.25,18.5,0.0,85.8,1197.0
Mitsubishi,Cedia,Chennai,2010,66000,Petrol,Manual,2,5.0,3.85,13.17,0.0,114.0,1999.0
Toyota,Innova,Hyderabad,2015,80883,Diesel,Manual,1,7.0,13.5,12.8,0.0,102.0,2494.0
Maruti,Celerio,Hyderabad,2016,80219,Diesel,Manual,1,5.0,3.5,27.62,0.0,47.0,793.0
Maruti,S-Cross,Delhi,2018,12923,Diesel,Manual,1,5.0,8.92,25.1,0.0,88.5,1248.0
Audi,Q3,Coimbatore,2016,86642,Diesel,Automatic,1,5.0,20.37,15.17,0.0,181.0,1968.0
BMW,3,Bangalore,2016,19235,Diesel,Automatic,1,5.0,36.5,21.76,0.0,190.0,1995.0
Audi,Q7,Coimbatore,2016,51002,Diesel,Automatic,1,7.0,48.91,11.33,0.0,335.2,4134.0
Hyundai,i20,Pune,2016,6800,Petrol,Manual,1,5.0,7.2,18.6,0.0,81.83,1197.0
Renault,Duster,Hyderabad,2012,82749,Diesel,Manual,1,5.0,5.99,19.01,0.0,108.45,1461.0
Hyundai,Xcent,Pune,2016,51000,Diesel,Manual,1,5.0,5.25,24.4,0.0,71.0,1120.0
Ford,Ecosport,Delhi,2014,31465,Diesel,Manual,1,5.0,6.5,22.7,0.0,89.84,1498.0
Volkswagen,Polo,Hyderabad,2013,76476,Petrol,Manual,1,5.0,4.4,16.47,0.0,73.9,1198.0
Hyundai,Grand,Kolkata,2017,14000,Diesel,Manual,1,5.0,4.6,24.0,0.0,70.0,1120.0
Tata,Manza,Ahmedabad,2013,47000,Diesel,Manual,1,5.0,2.95,21.12,0.0,88.8,1248.0
Honda,City,Kolkata,2011,48466,Petrol,Manual,1,5.0,3.26,17.0,0.0,118.0,1497.0
Hyundai,Santro,Bangalore,2008,46000,Petrol,Manual,2,5.0,2.22,17.92,0.0,62.1,1086.0
Toyota,Innova,Hyderabad,2012,162663,Diesel,Manual,1,7.0,10.5,12.99,0.0,100.0,2494.0
Maruti,Ciaz,Coimbatore,2017,25142,Diesel,Manual,1,5.0,8.26,28.09,0.0,88.5,1248.0
Toyota,Fortuner,Delhi,2013,69000,Diesel,Manual,1,7.0,14.45,12.55,0.0,169.0,2982.0
Ford,Fiesta,Chennai,2009,80524,Petrol,Manual,2,5.0,2.5,15.3,0.0,110.0,1596.0
Mercedes-Benz,E-Class,Kochi,2018,26405,Petrol,Automatic,1,5.0,51.43,12.6,0.0,191.34,1950.0
Mercedes-Benz,New,Chennai,2014,45000,Diesel,Manual,1,5.0,23.0,15.8,0.0,170.0,2148.0
Skoda,Yeti,Kolkata,2012,64284,Diesel,Manual,1,5.0,5.5,17.72,0.0,108.49,1968.0
Hyundai,Grand,Delhi,2015,27000,Petrol,Manual,1,5.0,4.5,18.9,0.0,82.0,1197.0
Ford,Figo,Hyderabad,2018,3678,Petrol,Manual,1,5.0,6.8,18.16,0.0,86.8,1196.0
Skoda,Octavia,Mumbai,2013,21000,Petrol,Manual,1,5.0,8.75,16.8,0.0,138.02,1395.0
Renault,Duster,Mumbai,2015,67000,Diesel,Manual,2,5.0,7.0,19.87,0.0,83.8,1461.0
Land,Rover,Delhi,2015,24000,Diesel,Automatic,2,5.0,33.5,15.68,0.0,177.0,1999.0
Ford,Figo,Chennai,2011,75000,Diesel,Manual,2,5.0,2.25,20.0,0.0,68.0,1399.0
Ford,Endeavour,Hyderabad,2008,179000,Diesel,Automatic,2,7.0,4.24,12.8,0.0,156.0,2953.0
